,reporttime,name,code,SW3,type,value(M)
4559,20200430,维维股份,600300,软饮料,销售额,39
4560,20210531,维维股份,600300,软饮料,销售额,41
4561,20220228,维维股份,600300,软饮料,销售额,40
4562,20220831,维维股份,600300,软饮料,销售额,62
4564,20210930,维维股份,600300,软饮料,销售额,85
4565,20201231,维维股份,600300,软饮料,销售额,69
4567,20200331,维维股份,600300,软饮料,销售额,37
4568,20210630,维维股份,600300,软饮料,销售额,95
4569,20221031,维维股份,600300,软饮料,销售额,100
4570,20220430,维维股份,600300,软饮料,销售额,54
4571,20210331,维维股份,600300,软饮料,销售额,33
4573,20210831,维维股份,600300,软饮料,销售额,46
4574,20220331,维维股份,600300,软饮料,销售额,45
4575,20200731,维维股份,600300,软饮料,销售额,31
4576,20210731,维维股份,600300,软饮料,销售额,33
4577,20200831,维维股份,600300,软饮料,销售额,35
4578,20201130,维维股份,600300,软饮料,销售额,121
4579,20210131,维维股份,600300,软饮料,销售额,90
4580,20211031,维维股份,600300,软饮料,销售额,47
4581,20211130,维维股份,600300,软饮料,销售额,173
4582,20220531,维维股份,600300,软饮料,销售额,58
4583,20210430,维维股份,600300,软饮料,销售额,47
4584,20220131,维维股份,600300,软饮料,销售额,139
4585,20200930,维维股份,600300,软饮料,销售额,82
4586,20211231,维维股份,600300,软饮料,销售额,68
4587,20220930,维维股份,600300,软饮料,销售额,82
4588,20221130,维维股份,600300,软饮料,销售额,191
4589,20221231,维维股份,600300,软饮料,销售额,112
4590,20230131,维维股份,600300,软饮料,销售额,132
4591,20230228,维维股份,600300,软饮料,销售额,38
4592,20230331,维维股份,600300,软饮料,销售额,53
4593,20230430,维维股份,600300,软饮料,销售额,56
4594,20230531,维维股份,600300,软饮料,销售额,99
4595,20230630,维维股份,600300,软饮料,销售额,128
4596,20230731,维维股份,600300,软饮料,销售额,61
4597,20230831,维维股份,600300,软饮料,销售额,79
4598,20230930,维维股份,600300,软饮料,销售额,108
4599,20230731,维维股份,600300,软饮料,销售额,61
4600,20201031,三元股份,600429,乳品,销售额,74
4601,20210228,三元股份,600429,乳品,销售额,66
4602,20220731,三元股份,600429,乳品,销售额,110
4603,20201231,三元股份,600429,乳品,销售额,70
4604,20200131,三元股份,600429,乳品,销售额,43
4605,20200229,三元股份,600429,乳品,销售额,47
4606,20200430,三元股份,600429,乳品,销售额,72
4608,20200630,三元股份,600429,乳品,销售额,110
4609,20210630,三元股份,600429,乳品,销售额,97
4610,20210731,三元股份,600429,乳品,销售额,106
4612,20220131,三元股份,600429,乳品,销售额,99
4613,20200930,三元股份,600429,乳品,销售额,98
4614,20220930,三元股份,600429,乳品,销售额,92
4615,20200331,三元股份,600429,乳品,销售额,57
4616,20221031,三元股份,600429,乳品,销售额,85
4617,20210531,三元股份,600429,乳品,销售额,98
4619,20210831,三元股份,600429,乳品,销售额,100
4620,20210131,三元股份,600429,乳品,销售额,84
4621,20210930,三元股份,600429,乳品,销售额,99
4622,20211031,三元股份,600429,乳品,销售额,87
4623,20211130,三元股份,600429,乳品,销售额,97
4624,20220331,三元股份,600429,乳品,销售额,76
4625,20200831,三元股份,600429,乳品,销售额,95
4626,20201130,三元股份,600429,乳品,销售额,98
4627,20220531,三元股份,600429,乳品,销售额,108
4629,20200731,三元股份,600429,乳品,销售额,96
4630,20210331,三元股份,600429,乳品,销售额,77
4631,20220430,三元股份,600429,乳品,销售额,87
4632,20200531,三元股份,600429,乳品,销售额,73
4633,20220630,三元股份,600429,乳品,销售额,151
4634,20220831,三元股份,600429,乳品,销售额,110
4635,20220228,三元股份,600429,乳品,销售额,56
4636,20210430,三元股份,600429,乳品,销售额,95
4637,20211231,三元股份,600429,乳品,销售额,72
4638,20221130,三元股份,600429,乳品,销售额,103
4639,20221231,三元股份,600429,乳品,销售额,87
4640,20230131,三元股份,600429,乳品,销售额,71
4641,20230228,三元股份,600429,乳品,销售额,65
4642,20230331,三元股份,600429,乳品,销售额,85
4643,20230430,三元股份,600429,乳品,销售额,77
4644,20230531,三元股份,600429,乳品,销售额,113
4645,20230630,三元股份,600429,乳品,销售额,136
4646,20230731,三元股份,600429,乳品,销售额,112
4647,20230831,三元股份,600429,乳品,销售额,109
4648,20230930,三元股份,600429,乳品,销售额,100
4649,20230731,三元股份,600429,乳品,销售额,112
4650,20200331,重庆啤酒,600132,啤酒,销售额,24
4651,20201130,重庆啤酒,600132,啤酒,销售额,32
4652,20220228,重庆啤酒,600132,啤酒,销售额,23
4653,20200430,重庆啤酒,600132,啤酒,销售额,26
4654,20200131,重庆啤酒,600132,啤酒,销售额,35
4655,20210930,重庆啤酒,600132,啤酒,销售额,33
4656,20220331,重庆啤酒,600132,啤酒,销售额,28
4657,20200731,重庆啤酒,600132,啤酒,销售额,33
4659,20200630,重庆啤酒,600132,啤酒,销售额,44
4660,20201031,重庆啤酒,600132,啤酒,销售额,21
4661,20210131,重庆啤酒,600132,啤酒,销售额,38
4662,20200930,重庆啤酒,600132,啤酒,销售额,28
4663,20220930,重庆啤酒,600132,啤酒,销售额,29
4664,20220630,重庆啤酒,600132,啤酒,销售额,58
4665,20210731,重庆啤酒,600132,啤酒,销售额,45
4666,20211031,重庆啤酒,600132,啤酒,销售额,23
4667,20200229,重庆啤酒,600132,啤酒,销售额,15
4669,20221031,重庆啤酒,600132,啤酒,销售额,24
4671,20210430,重庆啤酒,600132,啤酒,销售额,30
4672,20210331,重庆啤酒,600132,啤酒,销售额,25
4673,20220731,重庆啤酒,600132,啤酒,销售额,38
4674,20210228,重庆啤酒,600132,啤酒,销售额,37
4675,20211130,重庆啤酒,600132,啤酒,销售额,32
4676,20220430,重庆啤酒,600132,啤酒,销售额,32
4678,20220131,重庆啤酒,600132,啤酒,销售额,58
4679,20201231,重庆啤酒,600132,啤酒,销售额,21
4680,20210831,重庆啤酒,600132,啤酒,销售额,36
4681,20210531,重庆啤酒,600132,啤酒,销售额,36
4682,20200831,重庆啤酒,600132,啤酒,销售额,31
4683,20200531,重庆啤酒,600132,啤酒,销售额,33
4684,20220831,重庆啤酒,600132,啤酒,销售额,37
4685,20210630,重庆啤酒,600132,啤酒,销售额,50
4686,20211231,重庆啤酒,600132,啤酒,销售额,23
4687,20220531,重庆啤酒,600132,啤酒,销售额,42
4688,20221130,重庆啤酒,600132,啤酒,销售额,34
4689,20221231,重庆啤酒,600132,啤酒,销售额,23
4690,20230131,重庆啤酒,600132,啤酒,销售额,52
4691,20230228,重庆啤酒,600132,啤酒,销售额,24
4692,20230331,重庆啤酒,600132,啤酒,销售额,27
4693,20230430,重庆啤酒,600132,啤酒,销售额,32
4694,20230531,重庆啤酒,600132,啤酒,销售额,33
4695,20230630,重庆啤酒,600132,啤酒,销售额,58
4696,20230731,重庆啤酒,600132,啤酒,销售额,42
4697,20230831,重庆啤酒,600132,啤酒,销售额,26
4698,20230930,重庆啤酒,600132,啤酒,销售额,24
4699,20230731,重庆啤酒,600132,啤酒,销售额,42
4700,20220228,通威股份,600438,硅料硅片,销售额,20
4701,20200831,通威股份,600438,硅料硅片,销售额,32
4702,20220930,通威股份,600438,硅料硅片,销售额,35
4703,20210331,通威股份,600438,硅料硅片,销售额,27
4704,20200430,通威股份,600438,硅料硅片,销售额,28
4705,20211031,通威股份,600438,硅料硅片,销售额,28
4706,20220131,通威股份,600438,硅料硅片,销售额,30
4707,20210731,通威股份,600438,硅料硅片,销售额,25
4708,20210831,通威股份,600438,硅料硅片,销售额,27
4709,20220531,通威股份,600438,硅料硅片,销售额,27
4710,20200331,通威股份,600438,硅料硅片,销售额,29
4711,20220731,通威股份,600438,硅料硅片,销售额,26
4713,20200531,通威股份,600438,硅料硅片,销售额,28
4714,20200630,通威股份,600438,硅料硅片,销售额,28
4715,20220831,通威股份,600438,硅料硅片,销售额,28
4717,20220331,通威股份,600438,硅料硅片,销售额,24
4718,20201031,通威股份,600438,硅料硅片,销售额,29
4719,20210630,通威股份,600438,硅料硅片,销售额,32
4720,20221031,通威股份,600438,硅料硅片,销售额,31
4721,20210131,通威股份,600438,硅料硅片,销售额,30
4722,20220430,通威股份,600438,硅料硅片,销售额,28
4724,20201231,通威股份,600438,硅料硅片,销售额,25
4725,20220630,通威股份,600438,硅料硅片,销售额,35
4726,20210930,通威股份,600438,硅料硅片,销售额,27
4728,20211130,通威股份,600438,硅料硅片,销售额,42
4729,20201130,通威股份,600438,硅料硅片,销售额,38
4730,20200731,通威股份,600438,硅料硅片,销售额,29
4731,20210228,通威股份,600438,硅料硅片,销售额,16
4732,20210430,通威股份,600438,硅料硅片,销售额,26
4733,20200131,通威股份,600438,硅料硅片,销售额,17
4734,20200229,通威股份,600438,硅料硅片,销售额,26
4735,20210531,通威股份,600438,硅料硅片,销售额,30
4736,20211231,通威股份,600438,硅料硅片,销售额,29
4737,20200930,通威股份,600438,硅料硅片,销售额,34
4738,20221130,通威股份,600438,硅料硅片,销售额,54
4739,20221231,通威股份,600438,硅料硅片,销售额,37
4740,20230131,通威股份,600438,硅料硅片,销售额,21
4741,20230228,通威股份,600438,硅料硅片,销售额,24
4742,20230331,通威股份,600438,硅料硅片,销售额,26
4743,20230430,通威股份,600438,硅料硅片,销售额,26
4744,20230531,通威股份,600438,硅料硅片,销售额,20
4745,20230630,通威股份,600438,硅料硅片,销售额,35
4746,20230731,通威股份,600438,硅料硅片,销售额,24
4747,20230831,通威股份,600438,硅料硅片,销售额,30
4748,20230930,通威股份,600438,硅料硅片,销售额,28
4749,20230731,通威股份,600438,硅料硅片,销售额,24
4750,20221031,广汽集团,601238,综合乘用车,销售额,43
4751,20201031,广汽集团,601238,综合乘用车,销售额,16
4752,20210930,广汽集团,601238,综合乘用车,销售额,15
4753,20211231,广汽集团,601238,综合乘用车,销售额,13
4754,20210430,广汽集团,601238,综合乘用车,销售额,35
4756,20220131,广汽集团,601238,综合乘用车,销售额,16
4757,20201231,广汽集团,601238,综合乘用车,销售额,26
4758,20210331,广汽集团,601238,综合乘用车,销售额,34
4759,20200331,广汽集团,601238,综合乘用车,销售额,9
4760,20200831,广汽集团,601238,综合乘用车,销售额,16
4761,20211130,广汽集团,601238,综合乘用车,销售额,22
4762,20210131,广汽集团,601238,综合乘用车,销售额,24
4763,20211031,广汽集团,601238,综合乘用车,销售额,14
4764,20220331,广汽集团,601238,综合乘用车,销售额,22
4766,20210630,广汽集团,601238,综合乘用车,销售额,49
4767,20200930,广汽集团,601238,综合乘用车,销售额,22
4768,20220531,广汽集团,601238,综合乘用车,销售额,35
4769,20201130,广汽集团,601238,综合乘用车,销售额,23
4770,20220930,广汽集团,601238,综合乘用车,销售额,36
4771,20200131,广汽集团,601238,综合乘用车,销售额,6
4772,20200229,广汽集团,601238,综合乘用车,销售额,5
4773,20210731,广汽集团,601238,综合乘用车,销售额,18
4774,20220731,广汽集团,601238,综合乘用车,销售额,36
4775,20220630,广汽集团,601238,综合乘用车,销售额,101
4776,20200731,广汽集团,601238,综合乘用车,销售额,15
4777,20220430,广汽集团,601238,综合乘用车,销售额,24
4778,20200531,广汽集团,601238,综合乘用车,销售额,17
4779,20220831,广汽集团,601238,综合乘用车,销售额,36
4780,20200430,广汽集团,601238,综合乘用车,销售额,13
4782,20220228,广汽集团,601238,综合乘用车,销售额,14
4783,20210831,广汽集团,601238,综合乘用车,销售额,18
4784,20210228,广汽集团,601238,综合乘用车,销售额,15
4785,20210531,广汽集团,601238,综合乘用车,销售额,43
4787,20200630,广汽集团,601238,综合乘用车,销售额,11
4788,20221130,广汽集团,601238,综合乘用车,销售额,39
4789,20221231,广汽集团,601238,综合乘用车,销售额,22
4790,20230131,广汽集团,601238,综合乘用车,销售额,12
4791,20230228,广汽集团,601238,综合乘用车,销售额,36
4792,20230331,广汽集团,601238,综合乘用车,销售额,28
4793,20230430,广汽集团,601238,综合乘用车,销售额,37
4794,20230531,广汽集团,601238,综合乘用车,销售额,23
4795,20230630,广汽集团,601238,综合乘用车,销售额,32
4796,20230731,广汽集团,601238,综合乘用车,销售额,59
4797,20230831,广汽集团,601238,综合乘用车,销售额,39
4798,20230930,广汽集团,601238,综合乘用车,销售额,35
4799,20230731,广汽集团,601238,综合乘用车,销售额,59
4800,20210228,安井食品,603345,预加工食品,销售额,15
4801,20210531,安井食品,603345,预加工食品,销售额,17
4802,20200430,安井食品,603345,预加工食品,销售额,14
4803,20201231,安井食品,603345,预加工食品,销售额,26
4804,20220630,安井食品,603345,预加工食品,销售额,23
4806,20220430,安井食品,603345,预加工食品,销售额,16
4807,20210430,安井食品,603345,预加工食品,销售额,14
4808,20200131,安井食品,603345,预加工食品,销售额,14
4809,20220331,安井食品,603345,预加工食品,销售额,25
4810,20200531,安井食品,603345,预加工食品,销售额,15
4811,20210831,安井食品,603345,预加工食品,销售额,20
4812,20210731,安井食品,603345,预加工食品,销售额,17
4814,20200630,安井食品,603345,预加工食品,销售额,19
4816,20210930,安井食品,603345,预加工食品,销售额,23
4817,20211031,安井食品,603345,预加工食品,销售额,20
4818,20220531,安井食品,603345,预加工食品,销售额,18
4819,20220930,安井食品,603345,预加工食品,销售额,29
4820,20201130,安井食品,603345,预加工食品,销售额,26
4821,20220831,安井食品,603345,预加工食品,销售额,22
4823,20210331,安井食品,603345,预加工食品,销售额,19
4824,20200731,安井食品,603345,预加工食品,销售额,13
4825,20221031,安井食品,603345,预加工食品,销售额,30
4826,20200831,安井食品,603345,预加工食品,销售额,11
4827,20200930,安井食品,603345,预加工食品,销售额,28
4828,20210131,安井食品,603345,预加工食品,销售额,32
4829,20211130,安井食品,603345,预加工食品,销售额,47
4830,20211231,安井食品,603345,预加工食品,销售额,30
4831,20220228,安井食品,603345,预加工食品,销售额,30
4832,20200331,安井食品,603345,预加工食品,销售额,13
4833,20210630,安井食品,603345,预加工食品,销售额,16
4834,20200229,安井食品,603345,预加工食品,销售额,10
4835,20220131,安井食品,603345,预加工食品,销售额,42
4836,20201031,安井食品,603345,预加工食品,销售额,13
4837,20220731,安井食品,603345,预加工食品,销售额,19
4838,20221130,安井食品,603345,预加工食品,销售额,45
4839,20221231,安井食品,603345,预加工食品,销售额,51
4840,20230131,安井食品,603345,预加工食品,销售额,45
4841,20230228,安井食品,603345,预加工食品,销售额,27
4842,20230331,安井食品,603345,预加工食品,销售额,21
4843,20230430,安井食品,603345,预加工食品,销售额,20
4844,20230531,安井食品,603345,预加工食品,销售额,16
4845,20230630,安井食品,603345,预加工食品,销售额,22
4846,20230731,安井食品,603345,预加工食品,销售额,17
4847,20230831,安井食品,603345,预加工食品,销售额,22
4848,20230930,安井食品,603345,预加工食品,销售额,25
4849,20230731,安井食品,603345,预加工食品,销售额,17
4850,20201031,舍得酒业,600702,白酒,销售额,19
4851,20210131,舍得酒业,600702,白酒,销售额,71
4852,20211031,舍得酒业,600702,白酒,销售额,29
4853,20200731,舍得酒业,600702,白酒,销售额,8
4854,20201130,舍得酒业,600702,白酒,销售额,58
4855,20211231,舍得酒业,600702,白酒,销售额,42
4856,20210228,舍得酒业,600702,白酒,销售额,46
4857,20220430,舍得酒业,600702,白酒,销售额,19
4858,20200430,舍得酒业,600702,白酒,销售额,7
4859,20200531,舍得酒业,600702,白酒,销售额,8
4860,20221031,舍得酒业,600702,白酒,销售额,22
4861,20200131,舍得酒业,600702,白酒,销售额,34
4862,20200229,舍得酒业,600702,白酒,销售额,5
4863,20200930,舍得酒业,600702,白酒,销售额,37
4864,20220930,舍得酒业,600702,白酒,销售额,40
4866,20210630,舍得酒业,600702,白酒,销售额,60
4867,20220630,舍得酒业,600702,白酒,销售额,37
4868,20200331,舍得酒业,600702,白酒,销售额,6
4870,20200630,舍得酒业,600702,白酒,销售额,26
4871,20220131,舍得酒业,600702,白酒,销售额,131
4872,20220331,舍得酒业,600702,白酒,销售额,17
4873,20210430,舍得酒业,600702,白酒,销售额,29
4874,20220731,舍得酒业,600702,白酒,销售额,19
4875,20210331,舍得酒业,600702,白酒,销售额,24
4876,20220228,舍得酒业,600702,白酒,销售额,32
4877,20220831,舍得酒业,600702,白酒,销售额,25
4878,20210731,舍得酒业,600702,白酒,销售额,26
4880,20210531,舍得酒业,600702,白酒,销售额,29
4881,20210831,舍得酒业,600702,白酒,销售额,23
4882,20211130,舍得酒业,600702,白酒,销售额,95
4883,20200831,舍得酒业,600702,白酒,销售额,12
4884,20201231,舍得酒业,600702,白酒,销售额,43
4886,20210930,舍得酒业,600702,白酒,销售额,68
4887,20220531,舍得酒业,600702,白酒,销售额,23
4888,20221130,舍得酒业,600702,白酒,销售额,45
4889,20221231,舍得酒业,600702,白酒,销售额,52
4890,20230131,舍得酒业,600702,白酒,销售额,134
4891,20230228,舍得酒业,600702,白酒,销售额,25
4892,20230331,舍得酒业,600702,白酒,销售额,24
4893,20230430,舍得酒业,600702,白酒,销售额,24
4894,20230531,舍得酒业,600702,白酒,销售额,21
4895,20230630,舍得酒业,600702,白酒,销售额,66
4896,20230731,舍得酒业,600702,白酒,销售额,20
4897,20230831,舍得酒业,600702,白酒,销售额,15
4898,20230930,舍得酒业,600702,白酒,销售额,34
4899,20230731,舍得酒业,600702,白酒,销售额,20
4900,20220331,浪莎股份,600137,鞋帽及其他,销售额,152
4902,20200930,浪莎股份,600137,鞋帽及其他,销售额,154
4903,20220531,浪莎股份,600137,鞋帽及其他,销售额,160
4904,20220731,浪莎股份,600137,鞋帽及其他,销售额,135
4905,20200531,浪莎股份,600137,鞋帽及其他,销售额,228
4906,20210531,浪莎股份,600137,鞋帽及其他,销售额,226
4907,20210430,浪莎股份,600137,鞋帽及其他,销售额,157
4908,20200229,浪莎股份,600137,鞋帽及其他,销售额,68
4909,20210630,浪莎股份,600137,鞋帽及其他,销售额,175
4910,20200731,浪莎股份,600137,鞋帽及其他,销售额,128
4911,20220228,浪莎股份,600137,鞋帽及其他,销售额,114
4912,20221031,浪莎股份,600137,鞋帽及其他,销售额,193
4913,20201031,浪莎股份,600137,鞋帽及其他,销售额,207
4914,20220430,浪莎股份,600137,鞋帽及其他,销售额,133
4915,20220831,浪莎股份,600137,鞋帽及其他,销售额,110
4916,20200831,浪莎股份,600137,鞋帽及其他,销售额,111
4917,20211130,浪莎股份,600137,鞋帽及其他,销售额,280
4918,20210930,浪莎股份,600137,鞋帽及其他,销售额,138
4919,20201231,浪莎股份,600137,鞋帽及其他,销售额,253
4920,20220630,浪莎股份,600137,鞋帽及其他,销售额,190
4922,20210228,浪莎股份,600137,鞋帽及其他,销售额,113
4923,20220131,浪莎股份,600137,鞋帽及其他,销售额,207
4924,20210731,浪莎股份,600137,鞋帽及其他,销售额,149
4925,20210831,浪莎股份,600137,鞋帽及其他,销售额,126
4926,20201130,浪莎股份,600137,鞋帽及其他,销售额,277
4927,20211031,浪莎股份,600137,鞋帽及其他,销售额,222
4928,20210331,浪莎股份,600137,鞋帽及其他,销售额,170
4930,20200630,浪莎股份,600137,鞋帽及其他,销售额,165
4931,20200131,浪莎股份,600137,鞋帽及其他,销售额,133
4933,20200430,浪莎股份,600137,鞋帽及其他,销售额,201
4934,20210131,浪莎股份,600137,鞋帽及其他,销售额,183
4935,20200331,浪莎股份,600137,鞋帽及其他,销售额,178
4936,20211231,浪莎股份,600137,鞋帽及其他,销售额,208
4937,20220930,浪莎股份,600137,鞋帽及其他,销售额,125
4938,20221130,浪莎股份,600137,鞋帽及其他,销售额,222
4939,20221231,浪莎股份,600137,鞋帽及其他,销售额,229
4940,20230131,浪莎股份,600137,鞋帽及其他,销售额,181
4941,20230228,浪莎股份,600137,鞋帽及其他,销售额,132
4942,20230331,浪莎股份,600137,鞋帽及其他,销售额,153
4943,20230430,浪莎股份,600137,鞋帽及其他,销售额,170
4944,20230531,浪莎股份,600137,鞋帽及其他,销售额,162
4945,20230630,浪莎股份,600137,鞋帽及其他,销售额,180
4946,20230731,浪莎股份,600137,鞋帽及其他,销售额,138
4947,20230831,浪莎股份,600137,鞋帽及其他,销售额,127
4948,20230930,浪莎股份,600137,鞋帽及其他,销售额,148
4949,20230731,浪莎股份,600137,鞋帽及其他,销售额,138
4950,20210331,红豆股份,600400,非运动服装,销售额,59
4951,20210131,红豆股份,600400,非运动服装,销售额,116
4952,20210228,红豆股份,600400,非运动服装,销售额,52
4953,20201031,红豆股份,600400,非运动服装,销售额,93
4954,20210831,红豆股份,600400,非运动服装,销售额,50
4955,20211130,红豆股份,600400,非运动服装,销售额,234
4956,20220331,红豆股份,600400,非运动服装,销售额,62
4958,20200430,红豆股份,600400,非运动服装,销售额,44
4959,20220531,红豆股份,600400,非运动服装,销售额,51
4960,20220731,红豆股份,600400,非运动服装,销售额,41
4961,20220430,红豆股份,600400,非运动服装,销售额,52
4962,20210731,红豆股份,600400,非运动服装,销售额,48
4963,20210531,红豆股份,600400,非运动服装,销售额,41
4964,20220131,红豆股份,600400,非运动服装,销售额,176
4966,20200831,红豆股份,600400,非运动服装,销售额,37
4967,20200930,红豆股份,600400,非运动服装,销售额,58
4968,20200731,红豆股份,600400,非运动服装,销售额,39
4969,20201130,红豆股份,600400,非运动服装,销售额,196
4970,20211031,红豆股份,600400,非运动服装,销售额,134
4971,20220228,红豆股份,600400,非运动服装,销售额,64
4972,20221031,红豆股份,600400,非运动服装,销售额,138
4973,20200229,红豆股份,600400,非运动服装,销售额,37
4974,20210630,红豆股份,600400,非运动服装,销售额,50
4975,20211231,红豆股份,600400,非运动服装,销售额,163
4977,20210930,红豆股份,600400,非运动服装,销售额,51
4978,20201231,红豆股份,600400,非运动服装,销售额,157
4979,20220630,红豆股份,600400,非运动服装,销售额,69
4980,20200331,红豆股份,600400,非运动服装,销售额,52
4981,20220930,红豆股份,600400,非运动服装,销售额,59
4982,20200131,红豆股份,600400,非运动服装,销售额,84
4984,20200630,红豆股份,600400,非运动服装,销售额,50
4985,20210430,红豆股份,600400,非运动服装,销售额,38
4986,20200531,红豆股份,600400,非运动服装,销售额,44
4987,20220831,红豆股份,600400,非运动服装,销售额,47
4988,20221130,红豆股份,600400,非运动服装,销售额,209
4989,20221231,红豆股份,600400,非运动服装,销售额,215
4990,20230131,红豆股份,600400,非运动服装,销售额,152
4991,20230228,红豆股份,600400,非运动服装,销售额,60
4992,20230331,红豆股份,600400,非运动服装,销售额,55
4993,20230430,红豆股份,600400,非运动服装,销售额,47
4994,20230531,红豆股份,600400,非运动服装,销售额,41
4995,20230630,红豆股份,600400,非运动服装,销售额,61
4996,20230731,红豆股份,600400,非运动服装,销售额,33
4997,20230831,红豆股份,600400,非运动服装,销售额,41
4998,20230930,红豆股份,600400,非运动服装,销售额,45
4999,20230731,红豆股份,600400,非运动服装,销售额,33
5000,20210228,上海家化,600315,品牌化妆品,销售额,147
5001,20220731,上海家化,600315,品牌化妆品,销售额,128
5002,20200430,上海家化,600315,品牌化妆品,销售额,203
5003,20200731,上海家化,600315,品牌化妆品,销售额,110
5005,20200630,上海家化,600315,品牌化妆品,销售额,247
5006,20201031,上海家化,600315,品牌化妆品,销售额,121
5007,20210930,上海家化,600315,品牌化妆品,销售额,154
5008,20211031,上海家化,600315,品牌化妆品,销售额,180
5009,20200331,上海家化,600315,品牌化妆品,销售额,238
5010,20200930,上海家化,600315,品牌化妆品,销售额,131
5011,20220930,上海家化,600315,品牌化妆品,销售额,133
5012,20200131,上海家化,600315,品牌化妆品,销售额,118
5013,20210430,上海家化,600315,品牌化妆品,销售额,164
5014,20210630,上海家化,600315,品牌化妆品,销售额,409
5015,20211231,上海家化,600315,品牌化妆品,销售额,214
5017,20200229,上海家化,600315,品牌化妆品,销售额,158
5018,20220131,上海家化,600315,品牌化妆品,销售额,154
5019,20210131,上海家化,600315,品牌化妆品,销售额,168
5020,20220331,上海家化,600315,品牌化妆品,销售额,180
5021,20220531,上海家化,600315,品牌化妆品,销售额,141
5022,20220430,上海家化,600315,品牌化妆品,销售额,116
5023,20201231,上海家化,600315,品牌化妆品,销售额,195
5024,20220630,上海家化,600315,品牌化妆品,销售额,278
5025,20210731,上海家化,600315,品牌化妆品,销售额,150
5026,20200531,上海家化,600315,品牌化妆品,销售额,247
5027,20210331,上海家化,600315,品牌化妆品,销售额,224
5028,20220228,上海家化,600315,品牌化妆品,销售额,131
5029,20220831,上海家化,600315,品牌化妆品,销售额,135
5031,20200831,上海家化,600315,品牌化妆品,销售额,112
5032,20210831,上海家化,600315,品牌化妆品,销售额,145
5033,20211130,上海家化,600315,品牌化妆品,销售额,748
5034,20210531,上海家化,600315,品牌化妆品,销售额,227
5035,20201130,上海家化,600315,品牌化妆品,销售额,524
5036,20221031,上海家化,600315,品牌化妆品,销售额,176
5038,20221130,上海家化,600315,品牌化妆品,销售额,371
5039,20221231,上海家化,600315,品牌化妆品,销售额,160
5040,20230131,上海家化,600315,品牌化妆品,销售额,94
5041,20230228,上海家化,600315,品牌化妆品,销售额,134
5042,20230331,上海家化,600315,品牌化妆品,销售额,137
5043,20230430,上海家化,600315,品牌化妆品,销售额,159
5044,20230531,上海家化,600315,品牌化妆品,销售额,135
5045,20230630,上海家化,600315,品牌化妆品,销售额,330
5046,20230731,上海家化,600315,品牌化妆品,销售额,146
5047,20230831,上海家化,600315,品牌化妆品,销售额,164
5048,20230930,上海家化,600315,品牌化妆品,销售额,139
5049,20230731,上海家化,600315,品牌化妆品,销售额,146
5050,20200229,江中药业,600750,中药,销售额,21
5051,20220131,江中药业,600750,中药,销售额,73
5052,20210731,江中药业,600750,中药,销售额,39
5053,20210228,江中药业,600750,中药,销售额,41
5054,20220430,江中药业,600750,中药,销售额,47
5055,20200531,江中药业,600750,中药,销售额,31
5056,20211231,江中药业,600750,中药,销售额,47
5057,20201130,江中药业,600750,中药,销售额,59
5058,20200331,江中药业,600750,中药,销售额,31
5060,20220531,江中药业,600750,中药,销售额,55
5061,20220930,江中药业,600750,中药,销售额,66
5062,20200731,江中药业,600750,中药,销售额,31
5063,20210331,江中药业,600750,中药,销售额,42
5064,20221031,江中药业,600750,中药,销售额,85
5065,20200131,江中药业,600750,中药,销售额,37
5066,20220331,江中药业,600750,中药,销售额,46
5067,20220831,江中药业,600750,中药,销售额,56
5068,20201031,江中药业,600750,中药,销售额,33
5069,20220731,江中药业,600750,中药,销售额,43
5070,20200831,江中药业,600750,中药,销售额,32
5071,20200930,江中药业,600750,中药,销售额,44
5073,20210930,江中药业,600750,中药,销售额,55
5074,20201231,江中药业,600750,中药,销售额,46
5075,20220630,江中药业,600750,中药,销售额,60
5076,20210131,江中药业,600750,中药,销售额,48
5077,20211130,江中药业,600750,中药,销售额,71
5078,20210430,江中药业,600750,中药,销售额,39
5079,20200430,江中药业,600750,中药,销售额,34
5081,20210831,江中药业,600750,中药,销售额,42
5082,20210630,江中药业,600750,中药,销售额,48
5083,20211031,江中药业,600750,中药,销售额,42
5084,20210531,江中药业,600750,中药,销售额,42
5086,20200630,江中药业,600750,中药,销售额,44
5087,20220228,江中药业,600750,中药,销售额,41
5088,20221130,江中药业,600750,中药,销售额,123
5089,20221231,江中药业,600750,中药,销售额,100
5090,20230131,江中药业,600750,中药,销售额,121
5091,20230228,江中药业,600750,中药,销售额,108
5092,20230331,江中药业,600750,中药,销售额,118
5093,20230430,江中药业,600750,中药,销售额,118
5094,20230531,江中药业,600750,中药,销售额,122
5095,20230630,江中药业,600750,中药,销售额,135
5096,20230731,江中药业,600750,中药,销售额,115
5097,20230831,江中药业,600750,中药,销售额,139
5098,20230930,江中药业,600750,中药,销售额,159
5099,20230731,江中药业,600750,中药,销售额,115
5100,20210228,振德医疗,603301,医疗耗材,销售额,30
5101,20210531,振德医疗,603301,医疗耗材,销售额,41
5103,20201231,振德医疗,603301,医疗耗材,销售额,94
5104,20220630,振德医疗,603301,医疗耗材,销售额,88
5105,20210930,振德医疗,603301,医疗耗材,销售额,30
5106,20220531,振德医疗,603301,医疗耗材,销售额,67
5107,20200131,振德医疗,603301,医疗耗材,销售额,8
